75, 0.154453 0.105846 0.204292 0.245373 0.290204;
76, 0.154738 0.105632 0.203854 0.245656 0.29025;
77, 0.154912 0.105443 0.203449 0.245979 0.290309;
78, 0.154963 0.105267 0.203084 0.246343 0.290393;
79, 0.154822 0.10507 0.202741 0.24676 0.290541;
80, 0.154424 0.104835 0.202422 0.247249 0.290842;
81, 0.153926 0.104554 0.202097 0.247724 0.291349;
82, 0.153297 0.104274 0.201875 0.248159 0.291979;
83, 0.152575 0.104015 0.201813 0.248536 0.292654;
84, 0.151905 0.103777 0.201886 0.248799 0.2933;
85, 0.151313 0.103588 0.201974 0.248985 0.293822;
86, 0.150845 0.103463 0.202016 0.249091 0.294265;
87, 0.150504 0.103398 0.201976 0.249132 0.294649;
88, 0.150264 0.103382 0.201882 0.249126 0.295005;
89, 0.150118 0.103394 0.201757 0.249079 0.295334;
90, 0.150027 0.103412 0.201628 0.249014 0.295635;
91, 0.14997 0.103428 0.201494 0.248942 0.295903;
92, 0.149943 0.10345 0.201323 0.248875 0.296142;
93, 0.14994 0.103489 0.201073 0.248831 0.29637;
94, 0.149943 0.103551 0.200794 0.248828 0.296605;
95, 0.14995 0.103634 0.2005 0.248848 0.296801;
96, 0.149942 0.103737 0.200295 0.24885 0.296965;
97, 0.149928 0.103838 0.200133 0.248845 0.297075;
98, 0.149864 0.103941 0.200207 0.248804 0.297153;
99, 0.149697 0.104061 0.200596 0.248745 0.297064;
100, 0.149535 0.104189 0.201041 0.248704 0.296772;
101, 0.149392 0.104373 0.201424 0.248714 0.296347;
102, 0.149237 0.104608 0.20181 0.24876 0.295861;
103, 0.149062 0.104848 0.202211 0.24883 0.295344;
104, 0.148866 0.105074 0.202651 0.24891 0.294822;
105, 0.148677 0.105286 0.20309 0.248984 0.294288;
106, 0.148503 0.105487 0.203514 0.249033 0.293762;
107, 0.148323 0.105684 0.203934 0.249048 0.293266;
108, 0.148129 0.105861 0.204338 0.249045 0.292834;
109, 0.147922 0.10602 0.204721 0.249052 0.292469;
110, 0.147705 0.106153 0.205083 0.249096 0.292152;
111, 0.147496 0.106251 0.205428 0.249175 0.291866;
112, 0.147327 0.106308 0.205764 0.249258 0.291593;
113, 0.147185 0.106331 0.206062 0.249329 0.29132;
114, 0.147059 0.106333 0.206352 0.249375 0.291091;
115, 0.146946 0.106284 0.206591 0.249412 0.290929;
116, 0.146862 0.106163 0.206547 0.249528 0.290888;
117, 0.147072 0.105971 0.206552 0.249508 0.291092;
118, 0.147318 0.105843 0.206439 0.249507 0.291024;
119, 0.147586 0.10572 0.20627 0.249511 0.291016;
120, 0.147857 0.105611 0.206166 0.249485 0.291023;
121, 0.14818 0.105523 0.206021 0.249469 0.290968;
122, 0.148609 0.105465 0.205761 0.249473 0.290866;
123, 0.149121 0.10543 0.205441 0.249469 0.290727;
124, 0.149735 0.105428 0.205057 0.249436 0.290541;
125, 0.150383 0.10547 0.204669 0.249373 0.290303;
126, 0.151097 0.105524 0.204285 0.249263 0.290051;
127, 0.15182 0.105603 0.203911 0.249157 0.289751;
128, 0.152508 0.105683 0.203544 0.249102 0.289429;
129, 0.153116 0.105759 0.203205 0.249136 0.289086;
130, 0.153609 0.105821 0.202872 0.249307 0.288721;
131, 0.153995 0.105862 0.202565 0.249526 0.288349;
132, 0.154279 0.105875 0.202288 0.249769 0.28804;
133, 0.154544 0.10586 0.202042 0.249975 0.287804;
134, 0.154791 0.105845 0.201855 0.250124 0.287595;
135, 0.155002 0.105834 0.201744 0.250215 0.287396;
136, 0.155172 0.105822 0.201602 0.250319 0.287218;
137, 0.155374 0.105798 0.201477 0.250367 0.287108;
138, 0.155607 0.105798 0.201337 0.250386 0.286985;
139, 0.155856 0.105808 0.201186 0.2504 0.286862;
140, 0.156104 0.105817 0.201044 0.250415 0.286741;
141, 0.156334 0.105823 0.200932 0.250426 0.286614;
142, 0.156555 0.105826 0.200854 0.250426 0.286481;
143, 0.156776 0.105835 0.20079 0.250416 0.28633;
144, 0.157 0.105851 0.200724 0.250403 0.286167;
145, 0.157226 0.105876 0.200668 0.250384 0.285997;
146, 0.157457 0.105905 0.200617 0.250366 0.285817;
147, 0.157856 0.105936 0.200657 0.250301 0.285623;
148, 0.157904 0.10595 0.200443 0.250488 0.285236;
149, 0.157911 0.105873 0.200241 0.250695 0.285292;
150, 0.15789 0.10583 0.200028 0.250917 0.285323;
151, 0.15784 0.105815 0.199822 0.251149 0.28535;
152, 0.157754 0.105808 0.19964 0.251392 0.285381;
153, 0.157629 0.105796 0.199509 0.251637 0.285418;
154, 0.157472 0.105777 0.199425 0.251878 0.285448;
155, 0.157296 0.105752 0.199368 0.252115 0.285472;
156, 0.157097 0.105721 0.199328 0.252347 0.2855;
157, 0.156881 0.105683 0.199296 0.252577 0.285545;
158, 0.156659 0.105641 0.19925 0.252811 0.285605;
159, 0.156458 0.105601 0.199193 0.25302 0.285679;
160, 0.156296 0.105578 0.199126 0.253179 0.285752;
161, 0.156195 0.105586 0.199033 0.253277 0.285813;
162, 0.156123 0.105634 0.198919 0.253336 0.285862;
163, 0.156084 0.105703 0.198804 0.253366 0.28592;
164, 0.156095 0.105768 0.198713 0.253358 0.285979;
165, 0.15614 0.105809 0.198632 0.253331 0.286025;
166, 0.156207 0.105831 0.198567 0.253291 0.286066;
167, 0.156287 0.10584 0.198524 0.253244 0.286095;
168, 0.156377 0.105839 0.198487 0.253195 0.286107;
169, 0.156484 0.10584 0.19845 0.253146 0.286102;
170, 0.156625 0.105845 0.198384 0.253113 0.286075;
171, 0.156814 0.105857 0.198271 0.253108 0.286022;
172, 0.157048 0.10587 0.198117 0.253126 0.285937;
173, 0.157317 0.105883 0.197944 0.25315 0.285826;
174, 0.157608 0.105896 0.19773 0.253189 0.285694;
175, 0.157882 0.105918 0.197499 0.253265 0.285556;
176, 0.158092 0.105941 0.197302 0.253392 0.285412;
177, 0.158287 0.105964 0.197094 0.25356 0.285251;
178, 0.158465 0.106009 0.196876 0.253762 0.285051;
179, 0.158608 0.106072 0.196643 0.253996 0.284826;
180, 0.158734 0.106154 0.196403 0.254233 0.284599;
181, 0.158848 0.106248 0.19616 0.254464 0.284381;
182, 0.158951 0.106345 0.195892 0.254701 0.284183;
183, 0.158814 0.106442 0.195564 0.254945 0.284014;
184, 0.158694 0.106613 0.195245 0.255208 0.284064;
185, 0.158565 0.106775 0.194937 0.255495 0.284078;
186, 0.158414 0.106928 0.194639 0.255797 0.284075;
187, 0.158245 0.107079 0.194341 0.25611 0.284071;
188, 0.158064 0.107227 0.194067 0.256423 0.284077;
189, 0.157878 0.107359 0.193836 0.25673 0.284087;
190, 0.157693 0.107461 0.193659 0.257023 0.284095;
191, 0.157505 0.107534 0.193561 0.257289 0.284092;
192, 0.157307 0.107583 0.193546 0.25753 0.284062;
193, 0.157098 0.10762 0.193577 0.257767 0.283997;
194, 0.156882 0.107651 0.193622 0.258016 0.283907;
195, 0.15667 0.107681 0.193672 0.258287 0.283798;
196, 0.156465 0.107708 0.193732 0.258577 0.283663;
197, 0.15627 0.107729 0.193803 0.258876 0.283498;
198, 0.156088 0.107743 0.193858 0.259186 0.283309;
199, 0.155919 0.107752 0.193885 0.259509 0.283116;
200, 0.155763 0.107752 0.193908 0.259821 0.282935;
201, 0.155637 0.10774 0.19395 0.260104 0.282767;
202, 0.155587 0.107712 0.193995 0.260347 0.282597;
203, 0.155658 0.107674 0.194034 0.260533 0.282398;
204, 0.155849 0.107647 0.194095 0.260658 0.282128;
205, 0.156127 0.107644 0.194161 0.260732 0.281755;
206, 0.156451 0.107678 0.194188 0.26079 0.281302;
207, 0.15679 0.107747 0.194188 0.260838 0.280825;
208, 0.157137 0.107827 0.19416 0.260879 0.280357;
209, 0.157497 0.107906 0.194135 0.260896 0.279917;
210, 0.157883 0.107984 0.194089 0.260899 0.279488;
211, 0.158293 0.108066 0.19404 0.260882 0.279063;
212, 0.158747 0.108158 0.193986 0.260835 0.278626;
213, 0.159257 0.108266 0.193948 0.260741 0.278166;
214, 0.159796 0.108372 0.193876 0.260647 0.277683;
215, 0.160376 0.108488 0.19377 0.260551 0.277193;
216, 0.161005 0.108621 0.193633 0.260436 0.276681;
217, 0.161674 0.108777 0.193476 0.260299 0.276149;
218, 0.162357 0.108958 0.193296 0.260155 0.275594;
219, 0.162977 0.109161 0.193148 0.260018 0.275031;
220, 0.163513 0.109373 0.193025 0.259899 0.274485;
221, 0.163998 0.109588 0.192896 0.2598 0.273976;
222, 0.164472 0.109806 0.192758 0.259648 0.273501;
223, 0.164945 0.110058 0.192634 0.25947 0.273065;
224, 0.165415 0.110318 0.192532 0.259258 0.272634;
225, 0.165872 0.110586 0.192449 0.259022 0.272209;
226, 0.166312 0.110854 0.192386 0.258773 0.271802;
227, 0.166728 0.111119 0.192339 0.258524 0.27141;
228, 0.167135 0.111377 0.192339 0.258257 0.271032;
229, 0.167355 0.111624 0.192704 0.257848 0.270644;
230, 0.167578 0.111893 0.193092 0.257419 0.270199;
231, 0.167824 0.112175 0.193471 0.256983 0.269736;
232, 0.168105 0.112473 0.193824 0.256551 0.269249;
233, 0.168412 0.112779 0.194162 0.256129 0.268741;
234, 0.168733 0.113085 0.194491 0.255721 0.268212;
235, 0.169052 0.113384 0.194813 0.255329 0.267672;
236, 0.169359 0.113677 0.195142 0.254951 0.26713;
237, 0.169646 0.11396 0.195491 0.254582 0.266588;
238, 0.169927 0.11423 0.19585 0.25422 0.266051;
239, 0.170216 0.114492 0.196209 0.253863 0.265511;
240, 0.170511 0.114749 0.196564 0.253508 0.264963;
241, 0.170814 0.115005 0.196903 0.253161 0.264413;
242, 0.17114 0.115265 0.197194 0.252832 0.263856;
243, 0.171493 0.115535 0.197421 0.252528 0.263298;
244, 0.171863 0.115817 0.197601 0.252248 0.262742;
245, 0.172247 0.116101 0.197728 0.252003 0.262188;
246, 0.172642 0.116383 0.19779 0.251804 0.261639;
247, 0.173032 0.116661 0.197813 0.25165 0.261103;
248, 0.173394 0.116924 0.19783 0.251535 0.260581;
249, 0.173757 0.117168 0.197851 0.251432 0.260072;
250, 0.174126 0.117404 0.197852 0.251354 0.259556;
251, 0.174492 0.117633 0.197853 0.251276 0.259036;
252, 0.174855 0.117859 0.197854 0.251199 0.25852;
253, 0.175215 0.118084 0.197855 0.251123 0.258008;
254, 0.175573 0.118307 0.197857 0.251047 0.2575;
255, 0.175927 0.118528 0.197858 0.250971 0.256996;
256, 0.176166 0.118748 0.197955 0.250835 0.256496;
257, 0.1764 0.119001 0.198058 0.250698 0.256043;
258, 0.176627 0.119249 0.198166 0.250561 0.255596;
259, 0.176849 0.119494 0.198279 0.250426 0.255152;
260, 0.177038 0.119735 0.198228 0.250201 0.25471;
261, 0.177232 0.119988 0.198185 0.249988 0.254545;
262, 0.177418 0.120237 0.198154 0.249783 0.254358;
263, 0.177589 0.120477 0.198143 0.249583 0.254168;
264, 0.177747 0.120704 0.198154 0.249387 0.253981;
265, 0.177895 0.120919 0.198181 0.249198 0.253793;
266, 0.178037 0.121123 0.198212 0.249021 0.253603;
267, 0.178176 0.121318 0.198244 0.248854 0.253412;
268, 0.17832 0.121507 0.198213 0.248725 0.253219;
269, 0.178462 0.121687 0.198157 0.248615 0.253055;
270, 0.178595 0.121863 0.198095 0.248514 0.252903;
271, 0.17872 0.122038 0.198027 0.248422 0.252758;
272, 0.178844 0.122209 0.197947 0.248345 0.252623;
273, 0.178963 0.122373 0.197876 0.248275 0.252492;
274, 0.179075 0.122526 0.197819 0.248206 0.25236;
275, 0.17918 0.122671 0.197775 0.248136 0.252229;
276, 0.179284 0.122809 0.197726 0.248068 0.252101;
277, 0.1794 0.122945 0.197674 0.247994 0.251977;
278, 0.179536 0.123084 0.197628 0.247905 0.251848;
279, 0.179697 0.123231 0.197588 0.247799 0.2517;
280, 0.179879 0.123387 0.197549 0.247679 0.251529;
281, 0.180073 0.123551 0.197508 0.247552 0.251342;
282, 0.180272 0.12372 0.197471 0.247424 0.251147;
283, 0.180672 0.123889 0.197472 0.247239 0.250945;
284, 0.18101 0.123969 0.197574 0.24706 0.250649;
285, 0.181304 0.12402 0.197727 0.246889 0.250336;
286, 0.181559 0.124049 0.197923 0.246728 0.250031;
287, 0.181781 0.124058 0.198153 0.246571 0.249731;
288, 0.181963 0.12406 0.198425 0.246405 0.249435;
289, 0.182128 0.12406 0.198593 0.24625 0.249147;
290, 0.18229 0.12409 0.19878 0.246078 0.248939;
291, 0.182448 0.12414 0.198985 0.245898 0.248713;
292, 0.18258 0.124195 0.199209 0.245733 0.248474;
293, 0.182677 0.124242 0.199392 0.245619 0.248235;
294, 0.182713 0.124291 0.199617 0.245531 0.248021;
295, 0.182691 0.124312 0.19986 0.245472 0.247828;
296, 0.182631 0.124313 0.200085 0.245444 0.247664;
297, 0.182531 0.124307 0.200256 0.245462 0.247533;
298, 0.182392 0.124311 0.200376 0.245515 0.247441;
299, 0.182221 0.124326 0.200476 0.24558 0.247391;
300, 0.182032 0.124351 0.200571 0.245639 0.247372;
301, 0.18183 0.124379 0.200668 0.24569 0.247379;
302, 0.181612 0.124402 0.200772 0.24574 0.247411;
303, 0.181373 0.124409 0.200905 0.245792 0.247467;
304, 0.181109 0.124388 0.201051 0.245855 0.247543;
305, 0.18082 0.124334 0.201182 0.245942 0.247652;
306, 0.180507 0.124254 0.201295 0.24605 0.247803;
307, 0.180182 0.124157 0.201398 0.246172 0.24799;
308, 0.179859 0.124049 0.201492 0.246299 0.248199;
309, 0.179557 0.123937 0.201565 0.246424 0.248413;
310, 0.179296 0.123824 0.201593 0.246544 0.24863;
311, 0.179094 0.12371 0.201573 0.246648 0.248857;
312, 0.178909 0.123593 0.201566 0.246735 0.249092;
313, 0.178732 0.123469 0.201565 0.24682 0.249321;
314, 0.178559 0.123337 0.201565 0.246926 0.249545;
315, 0.178397 0.123204 0.201554 0.247049 0.249745;
316, 0.178247 0.123069 0.201532 0.247183 0.249931;
317, 0.178114 0.122935 0.201499 0.247327 0.250102;
318, 0.178012 0.122807 0.201462 0.247467 0.250253;
319, 0.177932 0.122687 0.20142 0.247609 0.250371;
320, 0.177875 0.122575 0.20137 0.24775 0.250463;
321, 0.177842 0.122471 0.20132 0.247878 0.250534;
322, 0.177829 0.122371 0.201262 0.247994 0.250589;
323, 0.177901 0.122276 0.201326 0.248068 0.250639;
324, 0.177989 0.122225 0.201381 0.248142 0.25048;
325, 0.178078 0.122177 0.201426 0.248224 0.250311;
326, 0.178157 0.122135 0.201478 0.248298 0.250138;
327, 0.178244 0.122097 0.201548 0.248351 0.24997;
328, 0.178339 0.122056 0.201639 0.248378 0.249801;
329, 0.178441 0.12201 0.201743 0.248382 0.249634;
330, 0.178537 0.121961 0.201817 0.24834 0.249473;
331, 0.178613 0.121946 0.201927 0.248284 0.249359;
332, 0.178681 0.121925 0.202056 0.248218 0.249251;
333, 0.178744 0.121894 0.202197 0.248147 0.249151;
334, 0.178803 0.121853 0.202346 0.248073 0.24906;
335, 0.178863 0.121801 0.20251 0.247995 0.248976;
336, 0.17891 0.121738 0.202705 0.247906 0.248894;
337, 0.178961 0.12167 0.202877 0.247817 0.248809;
338, 0.179031 0.121605 0.203015 0.247723 0.24874;
339, 0.179118 0.121544 0.203253 0.247578 0.248686;
340, 0.179257 0.12151 0.20343 0.24742 0.24854;
341, 0.179436 0.121514 0.203561 0.247257 0.248378;
342, 0.179631 0.121541 0.203672 0.247094 0.248206;
343, 0.179832 0.121574 0.203779 0.246929 0.248029;
344, 0.180031 0.121615 0.20389 0.24676 0.247845;
345, 0.180232 0.121666 0.203992 0.246591 0.247653;
346, 0.180438 0.12173 0.204077 0.246433 0.247455;
347, 0.180656 0.121805 0.204146 0.246272 0.247248;
348, 0.180882 0.121895 0.204199 0.246109 0.247032;
349, 0.181112 0.122001 0.204233 0.245948 0.246809;
350, 0.181348 0.122125 0.20424 0.245795 0.246582;
351, 0.181578 0.122266 0.204244 0.245655 0.246351;
352, 0.181802 0.122403 0.204244 0.245528 0.24612;
353, 0.182026 0.122537 0.204241 0.245411 0.245889;
354, 0.182227 0.122666 0.204276 0.245298 0.245656;
355, 0.182386 0.122771 0.204359 0.245192 0.245428;
356, 0.182482 0.122836 0.204354 0.245146 0.245226;
357, 0.182558 0.122835 0.204345 0.24511 0.245182;
358, 0.182623 0.12284 0.204345 0.245077 0.245147;
359, 0.182687 0.122849 0.204351 0.245047 0.245106;
360, 0.18275 0.122857 0.204355 0.245024 0.245059;
361, 0.182811 0.12286 0.204352 0.245012 0.245012;
362, 0.182868 0.122855 0.204351 0.245006 0.244971;
363, 0.182925 0.12284 0.204349 0.245003 0.244936;
364, 0.18299 0.122814 0.204344 0.244998 0.244909;
365, 0.183067 0.122779 0.20433 0.24499 0.244889;
366, 0.183154 0.122736 0.204299 0.24498 0.244878;
367, 0.183252 0.12269 0.204257 0.244964 0.244878;
368, 0.183475 0.122642 0.20414 0.244961 0.244885;
369, 0.183712 0.122579 0.204013 0.244947 0.244844;
370, 0.183969 0.122527 0.203902 0.244913 0.244801;
371, 0.184244 0.122474 0.2038 0.244872 0.244742;
372, 0.184536 0.12242 0.203703 0.244828 0.244663;
373, 0.184582 0.122369 0.203699 0.244936 0.244564;
374, 0.184635 0.122326 0.203698 0.245044 0.244458;
375, 0.184685 0.122284 0.203711 0.24515 0.244339;
376, 0.184744 0.122237 0.203698 0.245254 0.244217;
377, 0.184824 0.122204 0.203642 0.245361 0.2441;
378, 0.18492 0.122185 0.203595 0.245456 0.243988;
379, 0.185028 0.122166 0.203558 0.245542 0.243863;
380, 0.185144 0.122152 0.203528 0.24562 0.24372;
381, 0.185257 0.12215 0.203508 0.24569 0.243558;
382, 0.185366 0.122162 0.2035 0.245753 0.243383;
383, 0.18547 0.122185 0.203507 0.245811 0.243196;
384, 0.185568 0.122209 0.203522 0.245876 0.243003;
385, 0.18566 0.12223 0.203534 0.245954 0.242804;
386, 0.185742 0.122252 0.203542 0.246041 0.2426;
387, 0.185813 0.122276 0.20355 0.246127 0.242399;
388, 0.185866 0.122305 0.203568 0.246202 0.242206;
389, 0.185905 0.122338 0.203596 0.24626 0.242027;
390, 0.185943 0.122377 0.203632 0.246296 0.241863;
391, 0.185988 0.122427 0.203682 0.246309 0.241702;
392, 0.186047 0.122491 0.203721 0.246313 0.24153;
393, 0.18612 0.122575 0.203738 0.246313 0.241343;
394, 0.186198 0.122688 0.203746 0.246305 0.241141;
395, 0.186279 0.122828 0.203742 0.246301 0.240923;
396, 0.186362 0.122977 0.203734 0.246293 0.240701;
397, 0.186448 0.12313 0.203723 0.246281 0.240481;
398, 0.186538 0.123286 0.203709 0.246264 0.240261;
399, 0.186634 0.123447 0.203692 0.246239 0.240041;
400, 0.186737 0.123616 0.203672 0.2462 0.23982;
401, 0.186849 0.123792 0.20365 0.246148 0.239599;
402, 0.18697 0.123976 0.203632 0.24608 0.239378;
403, 0.187098 0.124167 0.203625 0.246 0.23915;
404, 0.18723 0.124365 0.203618 0.245916 0.238912;
405, 0.187359 0.124571 0.203598 0.245836 0.238665;
406, 0.187481 0.124791 0.203579 0.245756 0.238416;
407, 0.187595 0.125008 0.20355 0.24568 0.238176;
408, 0.187697 0.125223 0.203502 0.245615 0.237952;
409, 0.187789 0.125436 0.203438 0.245565 0.23775;
410, 0.187797 0.125644 0.203387 0.245532 0.237564;
411, 0.187816 0.125767 0.203332 0.245498 0.237518;
412, 0.187838 0.125909 0.203276 0.24547 0.237445;
413, 0.187867 0.126049 0.203217 0.245443 0.237367;
414, 0.187903 0.126188 0.203159 0.245414 0.237284;
415, 0.187948 0.12633 0.203109 0.245376 0.237194;
416, 0.188006 0.126473 0.203064 0.245327 0.237095;
417, 0.188067 0.126617 0.203018 0.24528 0.236985;
418, 0.188132 0.126762 0.202968 0.245232 0.236874;
419, 0.188222 0.126907 0.202958 0.245144 0.236762;
420, 0.188338 0.127058 0.202942 0.245043 0.236618;
421, 0.188462 0.127217 0.202923 0.24494 0.23646;
422, 0.188597 0.127379 0.202892 0.244834 0.236296;
423, 0.188743 0.127555 0.20286 0.244722 0.236123;
424, 0.188897 0.127734 0.202832 0.244604 0.235941;
425, 0.189053 0.127915 0.202811 0.244478 0.235752;
426, 0.189208 0.128097 0.202793 0.244347 0.235561;
427, 0.18936 0.128279 0.202778 0.244213 0.235373;
428, 0.189507 0.128459 0.202767 0.24408 0.23519;
429, 0.189648 0.128633 0.202764 0.243948 0.235013;
430, 0.189781 0.128802 0.202773 0.243817 0.234839;
431, 0.189904 0.128964 0.202799 0.243684 0.234665;
432, 0.190024 0.129123 0.202838 0.243543 0.23449;
433, 0.190146 0.129283 0.202883 0.243394 0.234311;
434, 0.190254 0.129447 0.202936 0.243242 0.23413;
435, 0.190362 0.129609 0.202951 0.243102 0.233959;
436, 0.190474 0.129779 0.202958 0.242963 0.233807;
437, 0.190588 0.129951 0.20296 0.24283 0.233655;
438, 0.190701 0.130121 0.202962 0.242698 0.233501;
439, 0.190818 0.13029 0.202958 0.242566 0.233349;
440, 0.190938 0.130461 0.202949 0.242433 0.233197;
441, 0.191064 0.130635 0.202935 0.242299 0.233045;
442, 0.191196 0.13081 0.202916 0.242163 0.232891;
443, 0.191335 0.130989 0.20289 0.242025 0.232736;
444, 0.191481 0.131172 0.202857 0.241884 0.232578;
445, 0.191633 0.131358 0.202814 0.241742 0.232421;
446, 0.19179 0.131547 0.202764 0.241602 0.232263;
447, 0.191944 0.131736 0.202708 0.241465 0.232108;
448, 0.192095 0.131925 0.202646 0.241338 0.231957;
449, 0.192245 0.132112 0.202584 0.24121 0.23181;
450, 0.192394 0.132297 0.202522 0.241084 0.231665;
451, 0.192542 0.132482 0.20246 0.240958 0.231519;
452, 0.19269 0.132666 0.202399 0.240832 0.231374;
453, 0.192837 0.132849 0.202338 0.240707 0.23123;
454, 0.192983 0.133031 0.202277 0.240583 0.231087;
455, 0.193129 0.133212 0.202217 0.240459 0.230944;
456, 0.193274 0.133393 0.202157 0.240336 0.230802;
457, 0.193293 0.133573 0.202095 0.240319 0.23066;
458, 0.193311 0.133672 0.202033 0.240303 0.230621;
459, 0.193492 0.133771 0.201968 0.240316 0.230582;
460, 0.193688 0.133797 0.201869 0.240413 0.230427;
461, 0.19385 0.133733 0.201777 0.240526 0.230297;
462, 0.193985 0.13367 0.201689 0.240647 0.230177;
463, 0.194099 0.133612 0.201609 0.240783 0.230067;
464, 0.194192 0.133555 0.201544 0.240928 0.229954;
465, 0.194266 0.133499 0.201497 0.24108 0.229838;
466, 0.194328 0.133441 0.201465 0.241236 0.229716;
467, 0.194383 0.133382 0.201448 0.241391 0.229589;
468, 0.194434 0.133321 0.201437 0.241548 0.229457;
469, 0.194483 0.133261 0.201437 0.241709 0.229321;
470, 0.194533 0.133202 0.201445 0.24187 0.229169;
471, 0.194567 0.133145 0.201461 0.242037 0.229006;
472, 0.194575 0.133091 0.20146 0.242225 0.228844;
473, 0.194563 0.133041 0.201473 0.242403 0.2287;
474, 0.194534 0.132995 0.2015 0.242567 0.228567;
475, 0.194488 0.132955 0.201538 0.242717 0.228444;
476, 0.194432 0.132922 0.201577 0.242857 0.228334;
477, 0.194373 0.132894 0.201624 0.242991 0.22824;
478, 0.194314 0.132864 0.20168 0.243116 0.228148;
479, 0.194257 0.13283 0.201741 0.243231 0.228059;
480, 0.194202 0.132797 0.20181 0.243337 0.227973;
481, 0.19415 0.132764 0.201882 0.243435 0.227887;
482, 0.194099 0.132732 0.201957 0.243527 0.227802;
